model,dataset,video_id,object_id,static_expression_count,dynamic_expression_count,static_expression_ids,dynamic_expression_ids,static_J,static_F,static_J_and_F,dynamic_J,dynamic_F,dynamic_J_and_F,dynamic_minus_static_J_and_F,dynamic_worse
VIRST,long_rvos,119777f4c0,1,2,2,0;2,1;3,0.8379576092302422,0.8055561199575817,0.821756864593912,0.820901791504141,0.7855878122557871,0.803244801879964,-0.018512062713947897,1
VIRST,long_rvos,18b160d3a7,2,1,1,4,5,0.8440588200417984,0.7866577696450209,0.8153582948434097,0.34639491608214346,0.4129262948096527,0.3796606054458981,-0.43569768939751163,1
VIRST,long_rvos,1a5dead3e3,1,1,1,0,1,0.8949230829508361,0.8766184799733185,0.8857707814620773,0.8953076777727864,0.8799779788452069,0.8876428283089967,0.0018720468469193285,0
VIRST,long_rvos,20eaede0fb,2,1,1,4,5,0.4375,0.4375,0.4375,0.265625,0.265625,0.265625,-0.171875,1
VIRST,long_rvos,22680d3b50,4,2,2,3;5,4;6,0.7507193184439171,0.8137641696939345,0.7822417440689259,0.7827616983749863,0.8566497556517645,0.8197057270133754,0.037463982944449525,0
VIRST,long_rvos,2683deffcb,1,1,1,0,1,0.7473978825040415,0.7909773910214932,0.7691876367627674,0.722289680760464,0.7720856315236813,0.7471876561420726,-0.021999980620694748,1
VIRST,long_rvos,28ff632792,1,1,2,0,1;6,0.8952671563158076,0.8978625603775321,0.8965648583466699,0.9034733599721084,0.9078168367559358,0.9056450983640221,0.009080240017352192,0
VIRST,long_rvos,2a87bea97e,1,2,2,0;2,1;3,0.6049993680910551,0.4493982947850237,0.5271988314380394,0.6512902052521412,0.4925718085754312,0.5719310069137862,0.044732175475746816,0
VIRST,long_rvos,2abb12f2f7,1,1,1,0,1,0.960701262320888,0.9190845186545463,0.9398928904877172,0.0012695747641982473,0.41837658176860093,0.2098230782663996,-0.7300698122213176,1
VIRST,long_rvos,2c4cbde1aa,1,2,2,0;2,1;3,0.0540600119159326,0.0683424139022038,0.0612012129090682,0.2907467551835997,0.33232743401862447,0.3115370946011121,0.2503358816920439,0
VIRST,long_rvos,2cfdc294c5,1,2,3,0;2,1;3;8,0.9016646538100855,0.8981962557840424,0.8999304547970639,0.9028026707361336,0.900624242498436,0.9017134566172849,0.001783001820220953,0
VIRST,long_rvos,30c20fb4c1,3,2,2,10;8,11;9,0.13317256597976418,0.2353696333963925,0.18427109968807834,0.13293988276612728,0.23489331976203146,0.18391660126407938,-0.0003544984239989557,1
VIRST,long_rvos,30f4d962f9,1,1,1,0,1,0.3476616122998418,0.3353325755958275,0.3414970939478347,0.1910376676854845,0.2342306588497362,0.21263416326761037,-0.1288629306802243,1
VIRST,long_rvos,31a352c169,1,2,2,0;2,1;3,0.9130719583250964,0.8336199665355497,0.873345962430323,0.9117454700407471,0.8305775460283575,0.8711615080345524,-0.002184454395770641,1
VIRST,long_rvos,39db436191,3,1,1,4,5,0.6995553977873595,0.7133306446746482,0.7064430212310039,0.5618624174356144,0.5710363484415125,0.5664493829385635,-0.13999363829244038,1
VIRST,long_rvos,41c5109249,1,1,1,0,1,0.8654116596072472,0.8407920136773278,0.8531018366422876,0.8501124386594134,0.8102161003808324,0.8301642695201229,-0.02293756712216466,1
VIRST,long_rvos,5c0c9c0098,3,1,1,8,9,0.531250190221692,0.53125,0.531250095110846,0.546875,0.546875,0.546875,0.015624904889154023,0
VIRST,long_rvos,5d262b025c,1,1,1,0,1,0.9344225555796695,0.9462524521821847,0.9403375038809271,0.9335125254415866,0.9449695026242102,0.9392410140328984,-0.001096489848028681,1
VIRST,long_rvos,5d2c735adb,1,1,1,0,1,0.41811952897017357,0.44070147808578525,0.4294105035279794,0.3145248984567919,0.3199674872933022,0.3172461928750471,-0.11216431065293231,1
VIRST,long_rvos,68170c3f7a,2,2,2,4;6,5;7,0.6640625,0.6640625,0.6640625,0.5326685225832319,0.5413612202426787,0.5370148714129553,-0.12704762858704466,1
VIRST,long_rvos,6a1db02e31,2,2,2,4;6,5;7,0.65625,0.65625,0.65625,0.656837107784842,0.6581012793064658,0.6574691935456539,0.0012191935456539182,0
VIRST,long_rvos,6bf32cc0d5,2,2,1,4;5,6,0.5841574947496402,0.56339073160574,0.5737741131776901,0.5954783037936588,0.561388323457643,0.578433313625651,0.004659200447960865,0
VIRST,long_rvos,6d76f5cbc2,1,2,2,0;2,1;3,0.9005615682743641,0.9454046240876479,0.9229830961810059,0.901048030143399,0.9454909381375871,0.923269484140493,0.00028638795948709994,0
VIRST,long_rvos,6db18ab93a,1,2,2,0;2,1;3,0.8317585815460283,0.7966473827885513,0.8142029821672898,0.5351062941252839,0.5112200036520611,0.5231631488886724,-0.2910398332786174,1
VIRST,long_rvos,6fb7a04167,12,2,2,4;6,5;7,0.31188764181178263,0.31398303856181947,0.3129353401868011,0.35266178066131015,0.3541557135686928,0.3534087471150015,0.040473406928200395,0
VIRST,long_rvos,7bdbd4f32f,1,2,2,0;2,1;3,0.9536072997197886,0.9521679928693794,0.952887646294584,0.9540080665028206,0.952579290101415,0.9532936783021178,0.000406032007533752,0
VIRST,long_rvos,7caa203c75,2,1,1,2,3,0.8748922448498884,0.7891597280351815,0.832025986442535,0.7701968565441915,0.6803106725016078,0.7252537645228996,-0.10677222191963542,1
VIRST,long_rvos,8086f00d3d,2,2,2,4;6,5;7,0.9312119386030862,0.8804885298379596,0.9058502342205228,0.9334304003359384,0.8972717629793081,0.9153510816576232,0.009500847437100446,0
VIRST,long_rvos,8093ebd9a3,3,1,1,8,9,0.0965877043314248,0.3196832010514037,0.20813545269141426,0.09456966429572654,0.33963192968417566,0.2171007969899511,0.008965344298536848,0
VIRST,long_rvos,8290c48fcb,9,1,1,16,17,0.8790660661834508,0.7855687635273308,0.8323174148553909,0.879012097450105,0.7835914676773023,0.8313017825637037,-0.0010156322916872185,1
VIRST,long_rvos,84dc481247,3,2,1,10;8,9,0.5410528946898966,0.498785696456149,0.5199192955730227,0.48659484889139953,0.4857582842839533,0.4861765665876764,-0.03374272898534636,1
VIRST,long_rvos,882e8c62d3,2,1,1,2,3,0.6921298726659871,0.6588027911279402,0.6754663318969636,0.653060915222103,0.6065330716237984,0.6297969934229507,-0.04566933847401289,1
VIRST,long_rvos,8847e5550e,2,1,1,2,3,0.5194336023254418,0.5320787253550291,0.5257561638402355,0.390625,0.390625,0.390625,-0.1351311638402355,1
VIRST,long_rvos,8b0e20e373,1,1,1,0,1,0.6268348392421244,0.607374043779229,0.6171044415106767,0.5567623465474318,0.5380676639455777,0.5474150052465048,-0.0696894362641719,1
VIRST,long_rvos,939b6aed6d,7,2,1,24;25,26,0.4521487113478665,0.4444526717341848,0.44830069154102564,0.3077399683090143,0.29382323647596087,0.3007816023924876,-0.14751908914853806,1
VIRST,long_rvos,976257d833,1,2,2,0;2,1;3,0.8778510773418041,0.7294768521993382,0.8036639647705712,0.8767485005656536,0.7272828456897789,0.8020156731277162,-0.001648291642855071,1
VIRST,long_rvos,9bc92f09e0,1,2,2,0;2,1;3,0.6003434383580912,0.6874524174113781,0.6438979278847345,0.6343945823730068,0.7172771655398343,0.6758358739564205,0.031937946071685985,0
VIRST,long_rvos,9c1297ecd3,2,2,2,4;6,5;7,0.5897102208509513,0.5229215123057646,0.5563158665783579,0.5497318085893066,0.49457601329668277,0.5221539109429947,-0.03416195563536317,1
VIRST,long_rvos,a3f2b5d434,2,3,3,10;6;8,11;7;9,0.934051954877828,0.9447519744477262,0.939401964662777,0.9328241238787616,0.9406881207100328,0.9367561222943971,-0.002645842368379947,1
VIRST,long_rvos,a500f0e77c,1,1,1,0,1,0.8360036447971614,0.8505800894255791,0.8432918671113703,0.8362092816251278,0.8507969951131269,0.8435031383691274,0.0002112712577571063,0
VIRST,long_rvos,a595411232,3,2,2,10;8,11;9,0.5458884542034047,0.6343297036547559,0.5901090789290804,0.5851182215609991,0.6571283768532749,0.6211232992071369,0.03101422027805656,0
VIRST,long_rvos,a8b6fd5e4d,2,2,2,4;6,5;7,0.7629657984196055,0.5090189378565748,0.6359923681380901,0.7206619977879667,0.4796283015516877,0.6001451496698271,-0.035847218468263,1
VIRST,long_rvos,af3ad95fe0,5,1,1,8,9,0.6194529543933536,0.7466631513522954,0.6830580528728245,0.6114360934706817,0.7265538644002462,0.6689949789354639,-0.014063073937360615,1
VIRST,long_rvos,af7297f0db,1,1,1,0,1,0.6857407293840632,0.7273254195931473,0.7065330744886053,0.6760651034987366,0.7146932332763021,0.6953791683875193,-0.011153906101085909,1
VIRST,long_rvos,b4a5ada352,1,2,2,0;2,1;3,0.7775641823130399,0.6489970515210254,0.7132806169170327,0.7756794017075701,0.6415067297011839,0.7085930657043771,-0.004687551212655627,1
VIRST,long_rvos,b5c9c04bf9,5,1,1,2,3,0.006614916646070523,0.00969787753094986,0.008156397088510191,0.006925989785299265,0.012396968848947011,0.009661479317123137,0.0015050822286129459,0
VIRST,long_rvos,bd4aefda10,2,2,2,4;6,5;7,0.41449624983629163,0.4583749113033849,0.4364355805698383,0.5089789547367416,0.6048299914430401,0.5569044730898908,0.1204688925200525,0
VIRST,long_rvos,bda2f20019,3,2,2,10;8,11;9,0.9109232596867276,0.9277488972610342,0.9193360784738809,0.9350365836123625,0.9503231659692359,0.9426798747907992,0.023343796316918297,0
VIRST,long_rvos,c4638cc87e,1,2,2,0;2,1;3,0.535713170296564,0.5825473722824087,0.5591302712894863,0.5543055807964501,0.5939452333150907,0.5741254070557704,0.014995135766284085,0
VIRST,long_rvos,c5c9b749d4,2,2,2,4;6,5;7,0.8597128633806983,0.7754237216244643,0.8175682925025812,0.8513943086545995,0.7702524175576928,0.8108233631061461,-0.006744929396435118,1
VIRST,long_rvos,c6bb21356b,1,1,1,0,1,0.1053752873273932,0.366533354464151,0.2359543208957721,0.0624329724332308,0.16836902941047202,0.1154010009218514,-0.12055331997392069,1
VIRST,long_rvos,c733601fcd,1,1,1,0,1,0.923665223853995,0.9372785453485768,0.9304718846012858,0.9235137047814923,0.937265016300638,0.9303893605410651,-8.252406022069003e-05,1
VIRST,long_rvos,c73c2a03a0,1,1,1,0,1,0.822878155922746,0.8245288018630783,0.8237034788929122,0.43638826830042965,0.45573327761837884,0.4460607729594043,-0.3776427059335079,1
VIRST,long_rvos,d33c8343bc,3,1,1,4,5,0.39931401606086914,0.3986211906584307,0.3989676033596499,0.3913848143730311,0.3959280648773163,0.3936564396251737,-0.00531116373447621,1
VIRST,long_rvos,dca31590b8,2,2,1,4;6,5,0.42221530208886054,0.40712746877438966,0.4146713854316251,0.45709437398530534,0.4356732612449742,0.4463838176151398,0.031712432183514716,0
VIRST,long_rvos,ddc213ba3f,2,1,1,2,3,0.9317689425479903,0.8794554580533549,0.9056122003006726,0.9324136853648909,0.8804143366189116,0.9064140109919012,0.0008018106912286438,0
VIRST,long_rvos,e6f1a061ea,1,2,2,0;2,1;3,0.7832197478688319,0.7645033471193672,0.7738615474940995,0.7827640644235692,0.7564398363120313,0.7696019503678002,-0.004259597126299308,1
VIRST,long_rvos,e9b78ad8e7,1,1,1,0,1,0.7390196359139699,0.79127800466962,0.7651488202917949,0.7397578176801349,0.7915784968717793,0.7656681572759572,0.0005193369841622886,0
VIRST,long_rvos,f3864705c4,3,2,1,7;9,8,0.6722066160039907,0.7215751597248923,0.6968908878644415,0.8687741160667655,0.9373860160218197,0.9030800660442926,0.20618917817985105,0
VIRST,long_rvos,f771c97b16,6,2,2,20;22,21;23,0.723895967883954,0.7458242956544635,0.7348601317692087,0.6911439862071066,0.7116822799304217,0.7014131330687641,-0.03344699870044465,1
